text,label
"Feminists should ask themselves, why they're so unhappy, and why they lack love in their lives. Is it b/c they are fighting a losing game?",0
I know it's the final day of summer when it's the finale of @user #sadness,3
Thought the Xbox one s madden bundle would come with a physical copy of madden not a code😴 it's gonna take fucking forever to download lol,0
@user @user @user This shit is gonna start a cold war of who can flag who first.,0
@user Childood experiences can  leave you with permanent deep sadness as adult  it can underlie everything #MHChat,3
You forever straight so fix that frown u good😇 @user,1
Early morning cheerfulness can be extremely obnoxious #ALDUB62ndWeeksary,1
Now that the n word is normalized by the media? Just wow. No words for this . No. Words. For . This. Frog been boiling in the pot via media.,0
I guess #bradangelina &gt; #anger &gt; #blacklivesmatter,0
You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!,0
@user @user Did they get the wrong fur Pal? #shocking 😱,3
"Don't let worry get you down.  Remember that Moses started out as a basket case.  #lol \nToday, choose #faith over #fear #Moses",2
"@user @user evil, rich white men and their fucking cronies in intelligence/gov/academia using blithe blacks as fodder",0
Maybe the entire Russian team will test positive for meldonium and the North Americans will get to replace them #optimism,2
Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @user #WannaGetAway #Contest #sad,3
Literally being here makes me depress tbh,3
I wish the next madden has a story mode too. Just like Fifa 17,2
Do not grow weary in doing good.'\n\n-@billclinton,2
Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning... #glee #books #reading,1
#BB18 Michelle crying  again #shocking #bitter He's  just not that into you 😢#TeamNicole,3
"I need to think of a new Avatar for Fire Emblem Revelation as I might start playing it soon, any ideas for names? What gender do I choose",2
@user @user @user @user please. Or you could be clouded by your passion. Emotion leads you from the truth.,2
Quinn's short hair makes me sad.,3
Drop every fear...,2
Sometimes the best motivations come from 'proving them wrong' #energy #relentless #MotivationalQuotes,2
I Don't know what make #Pakistan fear more their #terrorist or their #terrorism  #TerrorStatePak,0
What day is it #lost,3
You are NOT your struggle or You are NOT your affliction! #YouAreStrong &amp; #YouAreArising above it all!,2
#nana 4 hoco bc my dream since freshman year awe 😙❤❤❤ @user,1
Can someone make me a priority list of which things I should be outraged at + in which order?  #racism #animalrights #abortion #cops,0
"@user don't I know it, try not to fret my sweet little pupper",0
People too weak to follow their own dreams will always find a way to discourage yours.,3
No red card for Gordon there? The ref must be a Celtic fan as that was a shocking challenge.,0
"Seeing #RIPShawtyLo got me thinking bout other rappers then I thought about @user dying, and burst into tears... Smh",3
@user peanut butter takes away the sting,2
Angel got me nervous out here 😷,3
Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. #sad,3
no offense but the doctor crying tears of joy after realizing he has a family for christmas is Cute,1
"@user its reaper!! before he became reaper, you can find their stories on the wiki and thru the comics and animated shorts!",1
@user @user @user That might sting for a bit lads but you'll get over it.     #betterwithsinnfein,2
"@user yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and #terrorism",0
13 hour @user rides make me  #sorry,3
Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 #nightmare,3
"{Strong hands moving to firmly grope each of @user thighs, squeezing as her digging nails extract a growl from me.}",0
Rojo is hilarious,1
"@user They look FAB, they were made for the big screen!Can't wait to see this evolve &amp; the bright future of these little toy people",1
is it bad that kurt is literally me..?,3
@user @user the refs are in GT's favor tonight. #terrible,0
"Not sorry for that burst of anti #Allo spam, fuck any messaging app launching in 2016, without encryption on by default.",0
Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday,0
How sad is it that I'm rejoicing over a 72💀 #collegekills,3
#aliens #zombie #gore #slash #ghost #sith #horror I love it all. 🔪,1
Tell me how I'm supposed to feel. #broken #hateful #guilty #love #sadness,3
The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin #fear #neurological #USCitizens #Insect #mammal,3
Even a pencil✏ never #stayed  with me until it's #end ⚫ 😞,3
"@user where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror",0
I forgot #BB18 was on tonight  that is how much the real world has been distracting me #horrid ,3
@user @user @user @user @user goddamn...the 'celebrity' draft at the end was classic. #hilarious,1
Ugh.. Why am I not asleep yet. Fml. I think low key I'm afraid I might miss something. #SleeplessNight #sleepy #restless,3
I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous.,0
It's become a verb. 'I'm gonna Villaseñor all those old contacts I don't need anymore.' #sadness @user #waitingforexplanation,3
Marcus Rojo is the worst player i have ever seen. Useless toasting burning bastard,0
#bcwinechat what's the most common method used to make BC #sparkling #wine?,1
Step out of your comfort zone. \nGo for risks.\nFace things you fear. \n\nThis is when life starts to happen.\n\n#cpd,2
@user And who asked you to gate crash with your dumb idiosyncrasies when sober people are analyzing a situation!\n@BanoBee @user,0
Should've stayed at school cause ain't nobody here,3
@user @user Not a word about terrorism.,0
My 2 teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!! #sad #TerenceCrutcher,3
@user hannah stop being mournful and chill 💁,3
Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 #nightmare,0
"@user Wow, did you get a really good buy on a bunch of '70's movies? There were bad then and are worse now! #awful",3
I can't WAIT to go to work tomorrow with a high as fuck fever. [sarcasm]\nHopefully I'll feel better tomorrow.\nBut I doubt it. #pessimism,3
@user @user what I miss? #outrage,0
Is it terrorism to intimidate a populace? What case held 'coercion by people in uniform is per se intimidation'?,0
@user against Chelsea anything is possible haha. I'm fuming about that bet 🙄🙄🙄🙄🙄🙄,0
Well @user Trump's rabid base needs 2 hear this &amp; U can always find an overseer like King to say it.\n@JoyAnnReid @user @user,0
Radio shake mutli directional mike it might sound cheap but the sound wasn't that bad and you could do some mixing.,2
@user What? Hillary has 27 different controversies and she gets asked NOTHING about any of them. Truth is she's a horrible candidate,0
"@user I feel for the conductor tonight, he's obviously taken grief over the last few weeks, he sounds weary of apologising!",3
"@user he's also mostly (except for the synthetic testosterone bits) male, you raging sexist!",0
Condolences to the  JC and the Georges family.. #sad,3
Yo there's a kid on my snap chat from LA &amp; they get high off helium gas lmao.... I am like why the fuck lol,1
While we focus on issue of #IPCA @user Indulges in #intimidation @user @user @user @user #StopCruelty,2
"Yo,if you're talking about horoscopes do you really have any clue as to what you're saying or are you gonna act offended when I question it?",3
Meghan is teaching the blues in keyboard fundamentals II and all these classical majors are like WTF?!,0
@user he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future #bright #gottawearshades #LetsGoYankees,1
Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part,0
"Or when they hmu on snap, and I'm like.. which one are you. 💀",0
Blood is boiling,0
@user Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4,3
@user  @user Is that really all you can offer for those who sacrifice daily to keep you safe...? @user #sad,3
A Leopard never changes its spots! #lost,3
So @user those of us born in 85 have no generation! Where is the gen-less tribe! Ha! #survivor #lost soles,3
why the fuck does my mum want me to put corn in the curry?! #grim,0
It is too fucking bright &amp; too fucking hot outside,0
Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show.,1
"Hello fellow #horror #creepy #dark #stange #story fans, how's your day? #followme and I'll #followback",2
"@user A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any #shocking #sexism",0
Their engine runs on fuel called whining :-)\n\nU jst  hv 2b observant..\nHar din Rona dhona &amp; complain. \nHappy news makes them unhappy :-),0
"It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n#funny #pun #punny #lol #hilarious",1
"She used to be beautiful, but she lived her life too fast - Forest City Joe #blues #blinddogradio",3
"@user when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you",3
sav tells our mom 'I love you' and she responds 'Oh.' #sad,3
"Defining yourself in terms of opposition, i.e. the clouded mirror phenomena, is almost always a mistake.",0
@user dudes who wanna play some bass but not buy a bass (me) rejoice,1
@user @user I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO,3
"It's finally raining in Ashland, Oregon. We've been parched all summer &amp; fall. The plants &amp; people are rejoicing!",1
@user happy birthday to my seed‼️‼️‼️ #renewtherivalry #imyourdaddy #cantbeatme  #tater,1
@user thank u so much! we just finished another #mindfulness film called #release about #anxiety - plz share!,2
@user @user It's no secret: personal dislike of Trump &amp; animosity has always been present..now magnified with bigotry/racism etc.,0
@user  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of #terrorism #UriAttack,0
@user happy birthdayyyyyy pretty. Miss you!,1
I'm not used to pretty girls that use curse words to express their anger. I just feel like I'm a little bit surprised and turned off as well,0
((things that grind my gears: people drawing gideon gleeful skinny,0
@user @user 😂😂😭😭😭 resentment,3
A3: But chronic sadness may mean there are underlying issues than getting sad occassionally over a particular issue (2/2) #mhchat,3
i stopped watching gotham cause they dropped off tabitha and barb's relationship and made her pine after the main,3
@user your website is making me feel violent rage and your upgrade options aren't helping either. #Aaaaarrrrgghhh #iwanttocancel,0
This is the scariest American Horror Story out of all of them... I'm gonna have to watch in the daytime. #frightened,3
I added Paul Walker on Xbox but he just spends all of his time on the dashboard. #dark #humor #funny,1
@user some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses? #awful #solate,0
@user @user supporter @user #prejudice against #disabled people #disabledlivesmatter  #bbcnews #skynews,3
@user And I hope when the police met him at the subway that they took him straight to jail 😕 #awful,3
Do you know how much it hurts to see you best friend sad?,3
my mom recorded nightmare before Christmas for me 😍😍😍 I LOVE IT 💕,1
@user @user We are blaming 5% of the fucking idiots who are putting the World in the middle of their tantrums. You are one.,0
@user Oh noooo!  #nomorehammocks #nightmare ;),3
My eyes have been dilated. I hate the world right now with the rage of a thousand fiery dragons. I need a drink.,0
when you think you've got it together for a day then you randomly burst out crying,3
@user lmao! I can only imagine the frown across that face of yours. #Hilarity,1
Breaking out in hives for the first time since college finals. #anxiety sucks,3
Q&amp;A with N. Christie @user fr. @user What would Peter and Dardanella think of us knowing? #poorthings,3
i've seen the elder watching me during my community hours and i honestly don't have an idea about what my assignment will be. #apprehensive,3
@user i tried to turn off my alarm this morning and it turned on all my alarms instead,0
@user I know if I wasn't an optimist I would despair.,2
@user @user New campaign slogan idea...'I know you are but what am I?' #bully #Trump2016 #yourefired #deflect,0
@user @user @user @user I thought it was because she once sunk her teeth into something that's meant 2b sooked,0
Smokeys dad is sad :/,3
"@user made me laugh, that quote. In a sort of rueful way.",1
TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #الخفجي,1
Going home is depressing,3
so ef whichever butt wipe pulled the fire alarm in davis bc I was sound asleep #pissed #angry #upset #tired #sad #tired #hangry ######,0
Jimmy Carr makes me want to cry and cry *shiver*,3
We express our deep concern about the suspension of   @user  please reactivate it. he never violated T.roles @user,3
Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is #lost,3
Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration #afraid #great #motivation,2
@user what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer 😡 #fuming,0
Marcus Roho is dreadful,0
or when someone tells me I needa smile like excuse me ??? now I'm just frowning even harder are you happy,0
np rum rage,0
To tell the truth and make someone cry is better than to tell a lie and make someone smile. #truth #lie #cry #smile #offalonehugots,2
"why yall hyped abt that girl getting to hang out w JB, he clearly looks so unhappy and bored in the pics no offense LOL, plus he hates yall",0
"If any trump supporters and Hillary haters wanna chirp some weak minded, pandering liberals just tweet at @user @user",0
My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... #terrible,3
@user wouldn't cross the street to piss on its server if it was on dire,0
"If you don't respond to an email within 7 fays, you wifl be killed by an animated gif of the girl from The Ring.",0
I heard Movie Bob was furious about the Skittles analogy. He was upset that there wasn't actually any Skittles.,0
#internationaldayofpeace : When white supremacists terrorize everyone of differing cultures online and will continue it offline tomorrow.,0
Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO,0
"Bake off on TV and the Match on my phone, what a nightmare I'm so stressed #GBBO #NTFCVMUFC",3
even walking around with my family members who carry guns makes me nervous and theyre my family....,0
75' Tierney reaches a deep cross to the back post and plays it back across but the Alloa defence clear. Celtic relentless here.,3
What a sad day...1st day of Fall...I don't dislike Fall...I just LOVE Summer #FirstDayofFall #goodbyesummer #sadness #bathingsuitsforever,3
untypical kinda Friday #dull,3
@user I fell and heard a snap hffffhj,3
"Half past midnight, loud banging on our front door, been told about new rape cases in Edinburgh today #joyful #nosleep",1
5am blues while riding a cab home:\n- my belly is much bigger than the rest of my body\n- but i couldnt be preggy\n- how to lose it in a day,3
"There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡",0
"Symmetry is Key, everything must be aesthetically pleasing as possible, that is why I hold you twin pistols. #DeathTheKid #Bot",2
He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus.,0
Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂 #horror #suchagirl,1
"@user Like, despite all my irritation towards ur ship, at least its canon. BuckyNat is canon, (and clintwanda is canon)",0
"@user @user yeah, they figured that ornaments are way more wanted than spektar and desolate gear. Well they thought right.",2
Panda eyed jaunty after watching jaws until late!,1
Contactless affliction kart are the needs must regarding the psychological moment!: xbeUJGB,1
I don't even #feel #anger anymore can't explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown,0
Projection is perception. See it in someone else? You also at some level have that within you. #anger #worry,0
"People need a way to escape,escape what?This corrupted world.This reality. This joke.This fury of constant pain &amp; stress.We need a vacation",0
@user &amp; @user must be rejoicing ovet #Charlotte protests. \n#NorthCarolina,1
@user fix this home/away deptch chart invalid glitch. I have to close madden and re-open it everytime this happens,0
@user Think about it if he need white peoples votes wouldn't just reach out about things that only concern them &amp; leave out rest?,0
"Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about #terrorism.",0
I know this is going to be one of those nights where it takes an Act of God to fall asleep.  #restless,3
Banger sit in 2013 reason why we great doings him alias for why we rejoice in he.: kzfqR,1
i feel furious,0
"I don't know what's worse, the new Pizza Hut commercials or the pizza that Pizza Hut makes.",0
I always thought I was too empathetic but it's becoming clear that the majority of you guys are plain insensitive to an alarming degree,0
"#NawazSharif says lets end #terror. Sure, let #IndianArmedForces target the bases without #Pakistan interference #Karma?",0
@user @user @user entire team from coaches on down played and coached scared from jumpstreet. #intimidated,0
Floofel.i wonder if your mother knows how dark your humor can be.Needs to realize how much of a butt Apple is. Pastels and cats.cutie pie.,1
Why doesn't anybody I know watch penny dreadful? ☹️️,3
Thank you @user for the balloons today. #smile #goodday #48,1
Currently listening to @user &amp; @user @user podcasts!! Can you guys please move to #yvr ? #hilarious #missyou,1
Depression sucks!,3
"@user hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there.  #ignorant",0
how maybe it was with you and your parents..that I would understand you and your fear of indifference from your own mom and dad..,3
@user bubble implies it will burst?,3
@user @user New campaign slogan idea...'I know you are but what am I?'  #Trump2016 #yourefired #deflect,0
"my school photo is honestly horrid, i look so ew😅",3
"I'm mad at the injustice, so I'm going to smash my neighbours windows'.  Makes perfect sense. #CharlotteProtest",0
@user @user No grudge. Only truth in abundance.,2
"That's me for the evening, though! Way too lit to finish these off properly without causing some serious mischief.",2
"@user oh so true, so true.",1
@user 'customer service ' beyond appalling. Faulty dryer replacement breaks within wks no parts for 3 wks. Engineers no show.,0
How in the world did Nicole beat Paul?!?! #terrible #bb18 #BBFinale What was the jury thinking?? 😳😳😳,0
Baaarissshhhhh + sad song =  prefect night — feeling alone,3
"Walk right through them! See way past them, and don't even hesitate running them over.",2
Im really constipated. This is depressing,3
@user @user this individual is clearly trying 2 #intimidate this #LEO I see an issue here. STOP CAUSING ISSUES by pushing limits!!,0
"#AutumnalEquinox the nights are drawing in, what a great time to look at putting up some new #lights #dark #showroom #news #wirral",1
Isn't the whole 'it's been hijacked' argument the same argument used to ban or discourage the display of the St George's Cross? Shame @user,0
Watch this amazing live.ly broadcast by @user  #musically,1
That rocky horror remake looks a bit w a n k,0
I wish there were unlimited glee episodes:( so I could watch them forever. #gleegoodbye,1
"Why does @user have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages",0
Absolutely fuming that some woman jumped into my prebooked taxi and drove off 😡,0
@user we are not concerned about Pakistan's internal affairs. But the terrorism as it's state &amp; economic policy.#terroristnation,0
#Trump ’s ‘Make America Great Again’ plan is exactly like the first 15 minutes of the #movie #ChildrenOfMen.\n\n#cages #terrorism #refugees,0
im like 'this is better' in the moment cuz i panic and then later its so obviously not better. at every opportunity i choose to make it seem,3
@user The @user had a good one but then the reporter quit. #sad,3
@user just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything,3
Paul forever. Paul should have won! Paul played such a better game! #BB18 #angry,0
never afraid to start over,2
Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?,0
And I won't even get started with Hillary and her fancy fundraisers! #depressing,3
@user forest gate u could see he was a bully cunt big bald cunt his mates looked in shock when I hit him and didn't do shit when he,0
#IndiaMissingIndira that she could never solve Kashmir Problem and kept it burning for Vote Bank\n#TerrorStatePak,0
#quote What U #fear controls U. Fear is not out in life but in ur mind. Real difficulties can be overcome - Cheryl Janecky,2
to shake and my mouth was chattering and I couldn't take right because all of my body was trembling so I went outside,3
Very depressing seeing my whole fam packing to go on holiday tomorrow and I'm just staying here 🙃,3
schneiderlin taking his revenge for the 2 fouls,0
Lol little things like that make me so angry x,0
"Cuddling literally kills depression, relieves anxiety, and strengthens the immune system.",2
@user @user varsity pine riding,1
This has #turned out #better then I expected admitting you tried to #intimidate 😂😂 #cantstoplaughing I really can't and it's in #spokeword,1
"@user  Oh, good God. Quentin Letts is doing one of his 'comedy' turns. #angry @user @user #BBCTW",0
@user @user And the dreadful Franglaise.,0
@user Doesn't explain the ability to land at Manchester but not Bradford - other than more convenient for Flybe. Many unhappy travelers,3
Watch this amazing live.ly broadcast by @user  #musically,1
"@user May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class.",1
I hate it when im singing and some idiot thinks they can just join in with me like...this is not fcking glee #MeanRikonaBot,0
Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right #pout,3
People often grudge others what they cannot enjoy themselves.,0
"Yeah I'm hot nigga, they say im burning uhhhhh",0
"They want as police state, they are fearful imbeciles..@interpretingall @user @user @user",0
"Lmboo , using my nephew for meme #hilarious",1
@user I am irate at you check-in system. I have tried to checkin all day and it wouldn't let me do it because I had no seat assigned,0
"@user Event started! everyone is getting ready to travel to the lake of rage, where everything glows",0
@user #fear &amp; #anger are similar to what #Hitler preached to come to power in Germany. Wake up America!!,0
$SRPT Why would Etep patients &amp; Mom's advocate for a drug if it did not work? Anyone listen to the Etep MD's @ Adcomm.. all were elated.,0
@user ill be there... with VIP TICKETS! Can't wait to meet you. Never met a famous person i admire before! #nervous,1
@user @user had more fun than the funniest person in funsville..... Much hilarity as usual.... Thank you ❤️,1
@user and have social anxiety. There is many awkward things wrong with me. 😄,1
@user @user the struggle is real. Whoa! I worry for the younger generation 💔,3
matt and i just did a psychological study on provocation in abusive relationships.,2
@user @user ya and the d was what I was most confident about..... our offense is as good as it's been in 20 years...our d sucks,0
"@user gives a frustrated growl, before stepping closer and putting his gun through the barrier. No alarms and nothing happened. He-",0
Thanks for ripping me off again #Luthansa €400 not enough for a one way flight to man from Frk then €30 for a bag then free at gate,0
"@user can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund",0
"Gahh...BT, in queue for 30 minutes.. Now put through to BT Sport dept to cancel... back in a queue again...",0
@user switch host no bullet rage.,0
a #monster is only a #monster if you view him through #fear,2
@user don't leave me,3
@user fucking hell mate absolute nightmare 😓,0
"Michelle, who did NOTHING is hating on Nicole's game hahaha.... #bitter #bb18",1
"Being stuck in the roof of your house provides amazing view but sheer terror of falling down, kinda like life",1
Think Val might be going this week. I'll have to take the rest of the week off work to mourn. I'm sure they'll understand. #GBBO,3
"@user appointment booked between 1-6 today, waited in all day and nobody showed up, also requested a call back and never got one",0
@user @user @user @user @user @user @user @user @user it's an insult.,0
im so gloomy today,3
@user the red one would look super pretty with a bronzy glowy nude lip makeup look! 3rd black would be pretty with a dark lip! 😍,1
@user @user USA was embarrassing to watch. When was the last time you guys won a game..?  #joke,0
I can already tell this programme is going to infuriate me #ExtremeWorld,0
Watch this amazing live.ly broadcast by @user #lively #musically,1
When will the weeks full of Mondays end??,3
More #checking at #work today\n\n#coffee #drank and now it's #down to some #serious #business \n\n#Thursday bring on #Friday,1
whats with these boxes when i search google on chrome #horrible #distracting,0
Last night I had a dream that today was Christmas. I woke up screaming because I wasn't ready.,3
10 minutes with an incense and all I get is 2 Rattatas. 😂#PokemonGO,0
@user I've been disconnected whilst on holiday 😤 but I don't move house until the 1st October 🤔,0
"Sounds like Donald Trump has spent today just making extra, extra sure he'd get those frightened white, conservative, racist votes.",0
so lost i'm faded,3
You don't know what to expect by Brendon's video lmao LA devotee video got me shook,1
Anyone else find @user 'anniversary windows 10 update 1607' a Complete #nightmare,0
@user Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. #terrible,0
@user @user It's hilarious,1
"Friday is here, and we are open tonight and tomorrow. Get a jump on your Halloween and come play with us. #hauntedattraction #tulsa #haunt",1
@user [he gives a gleeful squeak and wraps around you] All mine!,1
Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice  #sadness,3
Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe #terrible,0
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #lol  #punny",1
"@user whats with the 50p a minute charge to 150, insult to injury",0
Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch #shocking,0
"@user @user Yep, as I pointed out before, it's the politics of loathing. That's why the big candidates are so horrible.",0
"@user @user hi Dom I saw u at Notts county away, looking for 1 mufc away ticket will pay #blues",3
"If I spend more than £10 in shimmy on £1 drinks I'll be raging, but we all know it's gonna happen",0
Looks like #India is finally taking #Pakistan n it's #terrorism to task.#uriattacks.,2
@user Old age?! No hope for the rest of us. Destined to become deatheaters by 50,0
"Rojo is just terrible, how is he in our team 😂😂",0
aaahhhh! a little @user to soothe the soul. #music #blues,1
The whole idea f a nation revolves around Kashmir &amp; global terrorism: evrn don't care their kids dying of hunger. #NawazFightsForKashmir,3
Need advice on how to get out of this rut!!!! #depressing #needmotivation,3
I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed #bitter,0
@user looks that way. But let's think about Rohan last week ... #optimism,2
Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up. #laughter #comedy #maybeoneday #hopefullyfunny #LOL,1
I don't think it's fully sunk in that Val is gone yet,0
@user lol. Love it when you aggravate Juan. Keep up the good work. Lol,1
@user @user wat an irony? #Pakistan lecturing the world on curbing,0
@user cheer up chuck😘,1
Shoutout to the drunk man on the bus who pissed in a bottle and on the seats,0
@user goodbye despair,3
Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @user #WannaGetAway #Contest,0
Someone wake me when @user make 2016 remix of 'Why'❗️b/w #TerrenceCrutcher #Election2016 #colinkapernick #terrorism #riots this 2much,0
Unbelievable takes 10 minutes to get through to @user then there's a fault and the call hangs up #fuming #treatcustomersfairly,0
Manchester derby at home #revenge,0
@user &lt;• change them himself. He follows behind with a scowl pinching his lips and takes the sheets to his room. 'So who is •&gt;,2
If I was a ghost I'd haunt people by giving them cramps in both of their legs when they do cardio 😈😈😈 #Mwahaha,1
"sure, ohio state is terrible, ohio is awful, etc, etc\n\nthese feelings began with the toldeo war \n\nso, maybe don't campaign there?",0
@user See your primary care doctor. They can prescribe meds and refer you to a psychiatrist for eval. Don't mess with depression.,3
Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding .,2
"#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. 👋 #fuming",0
gifs on iOS10 messaging app are hilarious.,1
@user should have stopped after 'smiled'. Being rude=not the same as being funny.It was just being mean  #stoppickingonwomen,0
@user #dobetter only two carriages on 14:49 Birmingham to Hereford no room to stand anymore Friday commute #unhappy,3
hi berniebrocialists of all genders: if I lived in a swingish state I would w/o hesitation vote Clinton &amp; would do so w/o 'supporting' her,2
I asked Jared to marry me and he said no.,3
im 16 if you want to see my dick snap/kik me at hiya2247 😘 #kik #kikme #snapchat  #snapme #horny #porn #naked #young,1
"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans #horrible",0
"@user Sadly, not enough names.  The whole farewell tour situation would make me shy away from good value b et.",3
Bayern Munich pitch is horrific,0
At least I don't have a guy trying to discourage me anymore in what I want to do he will never become anything worth contributing to society,0
@user awe thank you so much Lyle!! You're the best!😀😀,1
@user @user @user the 'pledge' would have never have to be made if petulant child POStrump didn't threaten to run,0
"@user hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there. #sad #ignorant",3
Try to find the good in the negative. The negative can turn out to be good.\n#anxietyrelief #optimism #openminded,2
Why would Enrique sub off busquet? #hilarious,1
the rappers who stayed true to the game is rich.,2
😫 ughh I just want all this to be over.. it's like a nightmare! can we all just get along?,0
@user Same it's good but not great.Don't Breathe is the horror film of the month for me. My Fav horror film of the year (so far),1
i resent biting my tongue.,0
We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime  #game,1
"If you let a general tweet offend you, you definitely shouldn't be on twitter.",0
"Ever been really lonely and your phone keeps blowing up, but you just can’t pick it up and respond to people? #anxiety #recluse  #issues",3
Instagram seriously sort your sh*t out. I spent ages writing that caption for you to delete it and not post it!! #fume #instagram,0
@user you charge 150 extra for sending someone out and your cable service still doesn't work. That's robbery.  #cable #horrible #service,0
Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable. - Sydney J. Harris,3
"@user So I worry about emphasis on 'keeping family together' as a guiding principle, due to my own experiences",2
@user #klitschko @user over fury any day #boxing,0
That's fucking horrific defending from Schalke,0
I feel like no one is out there on #Twitter  for me.... can anyone see what I write #sadness #rants,3
lol! no mention of pak PM or even his speech on any international news channel and pakis are rejoicing as if the world stands with them,1
@user DirectTV is the best. Apparently you just sit in silent anger. 'Don't press or say anything',0
Ok but how are the fast &amp; furious movies NOT classified as comedy's? 🤔,1
@user #terrible Paul so deserved that win!!! #bbfail,1
the 1975 are playing antichrist why won't @user play hustle it's an outrage,0
@user #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later  #protest #PoliceShootings #suggestions,0
"“It is not #death, that most people are #afraid of. It is getting to the end of #life only to realize that you never truly #lived.”",2
"be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better",2
"Well, this is cheery. #MrRobot",1
Is this the Krusty Krab?\n\nNo this is crippling depression,3
Follow this amazing Australian author @user #fiction #horror #zombies #angels #demons #vampires #werewolves #follow #authorlove,1
"@user what's up w the gender bias? #indignant This fancypants saddler's daughter will opt for the leather jacket, thank you very much.",0
"How can I tell Happy Anniversary, when u are not happy.. #bitter #ampalaya #paitpaitanangpeg",3
The Apocalypse has hit our gym and it's  nothing what I thought it would be...\n\nEveryone is wearing vests! What if it's contagious?,0
13 hour @user rides make me #angry #sorry,0
